TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,CRIME_CATEGORY
Break and Enter Commercial,2020,3,1,6,52,17XX KINGSWAY AVE,Kensington-Cedar Cottage,494990.0098,5454897.1717,Commercial
Break and Enter Commercial,2020,7,15,9,18,17XX MANITOBA ST,Mount Pleasant,492238.2035,5457443.3515,Commercial
Break and Enter Commercial,2020,1,2,14,52,17XX MANITOBA ST,Mount Pleasant,492238.4116,5457415.937,Commercial
Break and Enter Commercial,2020,2,11,13,57,17XX MANITOBA ST,Mount Pleasant,492238.4116,5457415.937,Commercial
Break and Enter Commercial,2020,9,26,8,0,17XX MANITOBA ST,Mount Pleasant,492238.4116,5457415.937,Commercial
Break and Enter Commercial,2020,4,18,0,0,17XX NELSON ST,West End,490026.1983,5459531.4312,Commercial
Break and Enter Commercial,2020,4,9,6,3,17XX ONTARIO ST,Mount Pleasant,492393.1391,5457485.3891,Commercial
Break and Enter Commercial,2020,5,26,15,8,17XX ONTARIO ST,Mount Pleasant,492393.1391,5457485.3891,Commercial
Break and Enter Commercial,2020,6,11,14,15,17XX ONTARIO ST,Mount Pleasant,492393.1391,5457485.3891,Commercial
Break and Enter Commercial,2020,7,9,4,0,17XX PANDORA ST,Grandview-Woodland,495022.0734,5458930.6353,Commercial
Break and Enter Commercial,2020,5,11,1,16,17XX PENDRELL ST,West End,489793.7635,5459440.362,Commercial
Break and Enter Commercial,2020,5,18,9,40,17XX PENDRELL ST,West End,489793.7635,5459440.362,Commercial
Break and Enter Commercial,2020,10,18,15,17,17XX PENDRELL ST,West End,489849.2774,5459398.8982,Commercial
Break and Enter Commercial,2020,10,22,22,4,17XX POWELL ST,Grandview-Woodland,495022.0891,5459055.7482,Commercial
Break and Enter Commercial,2020,1,30,21,20,17XX QUEBEC ST,Mount Pleasant,492523.5785,5457415.4789,Commercial
Break and Enter Commercial,2020,3,28,23,42,17XX ROBSON ST,West End,490245.1536,5459767.8466,Commercial
Break and Enter Commercial,2020,8,16,5,30,17XX VERNON DR,Strathcona,494260.8547,5457417.3289,Commercial
Break and Enter Commercial,2020,12,4,10,7,17XX VERNON DR,Strathcona,494260.8547,5457417.3289,Commercial
Break and Enter Commercial,2020,2,25,18,0,17XX VERNON DR,Strathcona,494267.2857,5457347.9765,Commercial
Break and Enter Commercial,2020,4,2,18,10,17XX W 11TH AVE,Fairview,489471.6207,5456573.8983,Commercial
Break and Enter Commercial,2020,1,5,23,54,17XX W 11TH AVE,Fairview,489512.4986,5456563.0165,Commercial
Break and Enter Commercial,2020,3,10,12,13,17XX W 12TH AVE,Fairview,489440.0679,5456467.5962,Commercial
Break and Enter Commercial,2020,4,24,13,15,17XX W 12TH AVE,Fairview,489440.0679,5456467.5962,Commercial
Break and Enter Commercial,2020,10,26,16,0,17XX W 13TH AVE,Fairview,489427.7257,5456366.1889,Commercial
Break and Enter Commercial,2020,5,8,21,0,17XX W 13TH AVE,Fairview,489532.403,5456353.6347,Commercial
Break and Enter Commercial,2020,7,7,0,0,17XX W 13TH AVE,Fairview,489532.403,5456353.6347,Commercial
Break and Enter Commercial,2020,12,29,20,0,17XX W 13TH AVE,Fairview,489532.403,5456353.6347,Commercial
Break and Enter Commercial,2020,1,28,4,35,17XX W 14TH AVE,Fairview,489413.1275,5456267.4032,Commercial
Break and Enter Commercial,2020,3,1,20,0,17XX W 14TH AVE,Fairview,489413.1275,5456267.4032,Commercial
Break and Enter Commercial,2020,11,9,1,0,17XX W 14TH AVE,Fairview,489413.1275,5456267.4032,Commercial
Break and Enter Commercial,2020,4,5,17,0,17XX W 2ND AVE,Fairview,489499.4253,5457450.3048,Commercial
Break and Enter Commercial,2020,6,14,15,30,17XX W 3RD AVE,Fairview,489544.4898,5457351.1379,Commercial
Break and Enter Commercial,2020,4,7,7,35,17XX W 4TH AVE,Fairview,489430.2187,5457263.4869,Commercial
Break and Enter Commercial,2020,5,5,18,0,17XX W 4TH AVE,Fairview,489483.5312,5457252.8483,Commercial
Break and Enter Commercial,2020,4,19,5,13,17XX W 4TH AVE,Fairview,489560.791,5457259.8351,Commercial
Break and Enter Commercial,2020,7,16,17,0,17XX W 75TH AVE,Marpole,489158.6158,5450508.4543,Commercial
Break and Enter Commercial,2020,2,9,5,44,17XX W 75TH AVE,Marpole,489205.1527,5450464.2021,Commercial
Break and Enter Commercial,2020,4,30,20,34,17XX W 7TH AVE,Fairview,489452.4791,5456970.0248,Commercial
Break and Enter Commercial,2020,4,19,11,23,17XX W 7TH AVE,Fairview,489462.0414,5456969.7799,Commercial
Break and Enter Commercial,2020,6,13,13,48,17XX W 8TH AVE,Fairview,489460.2234,5456887.4528,Commercial
Break and Enter Commercial,2020,4,4,22,10,17XX W 8TH AVE,Fairview,489469.4803,5456877.9586,Commercial
Break and Enter Commercial,2020,11,2,10,42,17XX W BROADWAY AVE,Fairview,489419.4224,5456775.9132,Commercial
Break and Enter Commercial,2020,10,19,19,15,18XX BALSAM ST,Kitsilano,488369.7944,5457431.0771,Commercial
Break and Enter Commercial,2020,4,2,23,31,18XX CLARK DR,Strathcona,494366.004,5457252.8917,Commercial
Break and Enter Commercial,2020,6,18,5,5,18XX CLARK DR,Strathcona,494366.004,5457252.8917,Commercial
Break and Enter Commercial,2020,9,7,11,17,18XX COMMERCIAL DR,Grandview-Woodland,494926.7101,5457312.4552,Commercial
Break and Enter Commercial,2020,9,8,8,46,18XX CORNWALL AVE,Kitsilano,489264.1378,5457760.9858,Commercial
Break and Enter Commercial,2020,10,11,6,0,18XX CORNWALL AVE,Kitsilano,489305.8963,5457750.6937,Commercial
Break and Enter Commercial,2020,1,22,0,0,18XX CROWE ST,Mount Pleasant,491845.3855,5457336.0911,Commercial
Break and Enter Commercial,2020,2,5,7,56,18XX CROWE ST,Mount Pleasant,491845.3855,5457336.0911,Commercial
Break and Enter Commercial,2020,4,4,23,0,18XX CROWE ST,Mount Pleasant,491845.3855,5457336.0911,Commercial
Break and Enter Commercial,2020,8,14,0,48,18XX E 10TH AVE,Kensington-Cedar Cottage,495116.9742,5456511.1968,Commercial
Break and Enter Commercial,2020,3,9,22,0,18XX E GEORGIA ST,Grandview-Woodland,495079.1008,5458417.0029,Commercial
Break and Enter Commercial,2020,3,2,4,43,18XX E HASTINGS ST,Grandview-Woodland,495079.3488,5458717.6124,Commercial
Break and Enter Commercial,2020,3,5,4,0,18XX E HASTINGS ST,Grandview-Woodland,495079.3488,5458717.6124,Commercial
Break and Enter Commercial,2020,10,14,0,43,18XX E HASTINGS ST,Grandview-Woodland,495079.3488,5458717.6124,Commercial
Break and Enter Commercial,2020,10,31,23,31,18XX E HASTINGS ST,Grandview-Woodland,495079.3488,5458717.6124,Commercial
Break and Enter Commercial,2020,12,29,0,40,18XX E HASTINGS ST,Grandview-Woodland,495079.3488,5458717.6124,Commercial
Break and Enter Commercial,2020,1,24,15,30,18XX FRANCES ST,Grandview-Woodland,495054.7953,5458516.8707,Commercial
Break and Enter Commercial,2020,12,21,0,0,18XX FRANCES ST,Grandview-Woodland,495098.5781,5458515.9645,Commercial
Break and Enter Commercial,2020,4,5,0,47,1XX W GEORGIA ST,Central Business District,491773.9448,5458495.4985,Commercial
Break and Enter Commercial,2020,6,8,13,48,1XX W GEORGIA ST,Central Business District,491811.6487,5458473.3659,Commercial
Break and Enter Commercial,2020,2,8,4,43,1XX W HASTINGS ST,Central Business District,492031.9845,5458862.9244,Commercial
Break and Enter Commercial,2020,1,12,8,36,1XX W HASTINGS ST,Central Business District,492104.303,5458836.0697,Commercial
Break and Enter Commercial,2020,1,17,7,30,1XX W HASTINGS ST,Central Business District,492107.3901,5458835.1415,Commercial
Break and Enter Commercial,2020,3,29,23,26,1XX W HASTINGS ST,Central Business District,492113.5506,5458842.8375,Commercial
Break and Enter Commercial,2020,11,6,19,0,1XX W HASTINGS ST,Central Business District,492143.9908,5458824.1364,Commercial
Break and Enter Commercial,2020,10,9,10,0,1XX W HASTINGS ST,Central Business District,492152.2962,5458821.6393,Commercial
Break and Enter Commercial,2020,3,13,23,50,1XX W HASTINGS ST,Central Business District,492179.6969,5458822.9488,Commercial
Break and Enter Commercial,2020,6,16,13,30,1XX W PENDER ST,Central Business District,492073.212,5458730.2581,Commercial
Break and Enter Commercial,2020,7,13,22,34,1XX W PENDER ST,Central Business District,492103.9564,5458731.1164,Commercial
Break and Enter Commercial,2020,6,27,18,54,1XX W PENDER ST,Central Business District,492113.776,5458718.8874,Commercial
Break and Enter Commercial,2020,7,15,23,55,1XX W PENDER ST,Central Business District,492113.776,5458718.8874,Commercial
Break and Enter Commercial,2020,12,25,11,44,1XX W PENDER ST,Central Business District,492113.776,5458718.8874,Commercial
Break and Enter Commercial,2020,1,20,2,25,1XX WATER ST,Central Business District,492203.2678,5459031.6462,Commercial
Break and Enter Commercial,2020,4,24,8,0,1XX WATER ST,Central Business District,492203.2678,5459031.6462,Commercial
Break and Enter Commercial,2020,5,18,14,0,1XX WATER ST,Central Business District,492203.2678,5459031.6462,Commercial
Break and Enter Commercial,2020,6,9,9,1,1XX WATER ST,Central Business District,492203.2678,5459031.6462,Commercial
Break and Enter Commercial,2020,6,10,8,42,1XX WATER ST,Central Business District,492203.2678,5459031.6462,Commercial
Break and Enter Commercial,2020,3,13,21,19,1XX WATER ST,Central Business District,492210.4039,5459039.2049,Commercial
Break and Enter Commercial,2020,7,1,10,44,1XX WATER ST,Central Business District,492210.4039,5459039.2049,Commercial
Break and Enter Commercial,2020,7,30,4,6,1XX WATER ST,Central Business District,492210.4039,5459039.2049,Commercial
Break and Enter Commercial,2020,8,30,1,31,1XX WATER ST,Central Business District,492210.4039,5459039.2049,Commercial
Break and Enter Commercial,2020,2,1,0,1,1XX WATER ST,Central Business District,492211.2292,5459029.5201,Commercial
Break and Enter Commercial,2020,2,14,4,42,1XX WATER ST,Central Business District,492211.2292,5459029.5201,Commercial
Break and Enter Commercial,2020,9,2,23,59,1XX WATER ST,Central Business District,492211.2292,5459029.5201,Commercial
Break and Enter Commercial,2020,1,11,18,0,1XX WATER ST,Central Business District,492229.5113,5459034.1023,Commercial
Break and Enter Commercial,2020,2,10,5,35,1XX WATER ST,Central Business District,492229.5113,5459034.1023,Commercial
Break and Enter Commercial,2020,2,13,6,40,1XX WATER ST,Central Business District,492229.5113,5459034.1023,Commercial
Break and Enter Commercial,2020,9,15,12,15,1XX WATER ST,Central Business District,492229.5113,5459034.1023,Commercial
Break and Enter Commercial,2020,12,26,4,10,1XX WATER ST,Central Business District,492249.4441,5459019.3148,Commercial
Break and Enter Commercial,2020,9,10,3,11,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299,Commercial
Break and Enter Commercial,2020,2,10,9,53,20XX BARCLAY ST,West End,489742.7441,5459975.2361,Commercial
Break and Enter Commercial,2020,5,1,21,40,20XX BARCLAY ST,West End,489742.7441,5459975.2361,Commercial
Break and Enter Commercial,2020,3,1,11,29,13XX FRANKLIN ST,Grandview-Woodland,494453.0106,5458831.0587,Commercial
Break and Enter Commercial,2020,11,7,23,4,13XX GLEN DR,Strathcona,494078.8313,5457786.8678,Commercial
Break and Enter Commercial,2020,5,25,10,17,13XX GRANT ST,Grandview-Woodland,494495.1011,5457634.1771,Commercial
Break and Enter Commercial,2020,12,29,17,12,13XX GRANVILLE ST,Central Business District,490709.1251,5458152.6031,Commercial
Break and Enter Commercial,2020,3,20,0,0,13XX HARO ST,West End,490509.464,5459350.455,Commercial
Break and Enter Commercial,2020,10,29,11,21,13XX HARWOOD ST,West End,489967.9229,5458816.8945,Commercial
Break and Enter Commercial,2020,6,20,22,0,13XX HARWOOD ST,West End,489982.1939,5458802.5653,Commercial
Break and Enter Commercial,2020,1,1,19,53,13XX HARWOOD ST,West End,490025.8116,5458758.7699,Commercial
Break and Enter Commercial,2020,2,4,14,16,13XX HOMER ST,Central Business District,490883.8948,5457916.4957,Commercial
Break and Enter Commercial,2020,12,24,0,0,13XX HOMER ST,Central Business District,490884.03,5457903.2317,Commercial
Break and Enter Commercial,2020,3,8,20,0,13XX HORNBY ST,Central Business District,490497.5549,5458237.1793,Commercial
Break and Enter Commercial,2020,2,1,18,0,13XX HORNBY ST,Central Business District,490513.2401,5458239.8168,Commercial
Break and Enter Commercial,2020,11,7,8,21,13XX HOWE ST,Central Business District,490531.019,5458135.3664,Commercial
Break and Enter Commercial,2020,3,22,18,32,13XX HOWE ST,Central Business District,490565.4463,5458169.3364,Commercial
Break and Enter Commercial,2020,4,6,23,27,13XX HOWE ST,Central Business District,490565.4463,5458169.3364,Commercial
Break and Enter Commercial,2020,6,19,4,56,13XX HOWE ST,Central Business District,490565.4463,5458169.3364,Commercial
Break and Enter Commercial,2020,6,26,3,44,13XX HOWE ST,Central Business District,490565.4463,5458169.3364,Commercial
Break and Enter Commercial,2020,3,19,8,0,13XX JOHNSTON ST,Fairview,490297.8809,5457544.8617,Commercial
Break and Enter Commercial,2020,4,8,3,14,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494429.4248,5455297.429,Commercial
Break and Enter Commercial,2020,8,23,7,6,13XX LAMEYS MILL RD,Fairview,490184.3101,5457196.808,Commercial
Break and Enter Commercial,2020,7,17,2,25,13XX MARINASIDE CRES,Central Business District,491144.9113,5457679.3526,Commercial
Break and Enter Commercial,2020,4,13,22,0,13XX PENDRELL ST,West End,490227.7316,5459011.6546,Commercial
Break and Enter Commercial,2020,6,16,15,59,13XX PENDRELL ST,West End,490227.7316,5459011.6546,Commercial
Break and Enter Commercial,2020,12,9,5,35,13XX POWELL ST,Grandview-Woodland,494415.5633,5458932.8392,Commercial
Break and Enter Commercial,2020,1,12,9,45,13XX RAILSPUR ALLY,Fairview,490240.8874,5457520.3922,Commercial
Break and Enter Commercial,2020,10,19,3,0,13XX RICHARDS ST,Central Business District,490749.8422,5457913.1025,Commercial
Break and Enter Commercial,2020,3,30,20,28,13XX RICHARDS ST,Central Business District,490817.1616,5457992.1725,Commercial
Break and Enter Commercial,2020,2,8,18,0,13XX ROBSON ST,West End,490641.3232,5459386.8386,Commercial
Break and Enter Commercial,2020,4,5,10,55,13XX ROBSON ST,West End,490644.2737,5459370.981,Commercial
Break and Enter Commercial,2020,7,7,23,45,13XX ROLSTON ST,Central Business District,490735.2931,5458092.4386,Commercial
Break and Enter Commercial,2020,8,5,4,2,13XX SE MARINE DR,Sunset,494127.0083,5450916.2747,Commercial
Break and Enter Commercial,2020,12,11,2,45,13XX SEYMOUR ST,Central Business District,490764.7011,5458062.7558,Commercial
Break and Enter Commercial,2020,12,31,20,51,13XX SEYMOUR ST,Central Business District,490764.7011,5458062.7558,Commercial
Break and Enter Commercial,2020,1,18,23,0,13XX W 10TH AVE,Fairview,490199.0188,5456649.2649,Commercial
Break and Enter Commercial,2020,7,3,6,0,13XX W 10TH AVE,Fairview,490199.0188,5456649.2649,Commercial
Break and Enter Commercial,2020,6,11,1,18,13XX W 10TH AVE,Fairview,490202.4339,5456658.328,Commercial
Break and Enter Commercial,2020,12,6,4,15,13XX W 12TH AVE,Fairview,490247.714,5456452.8403,Commercial
Break and Enter Commercial,2020,5,19,17,30,13XX W 13TH AVE,Fairview,490209.373,5456336.6894,Commercial
Break and Enter Commercial,2020,11,7,3,18,13XX W 13TH AVE,Fairview,490244.506,5456344.9393,Commercial
Break and Enter Commercial,2020,3,18,17,0,13XX W 4TH AVE,Fairview,490161.4816,5457123.0697,Commercial
Break and Enter Commercial,2020,10,25,17,0,13XX W 4TH AVE,Fairview,490161.4816,5457123.0697,Commercial
Break and Enter Commercial,2020,6,12,22,0,13XX W 4TH AVE,Fairview,490174.6495,5457110.6718,Commercial
Break and Enter Commercial,2020,3,4,22,0,13XX W 6TH AVE,Fairview,490230.511,5457042.2688,Commercial
Break and Enter Commercial,2020,4,29,20,0,13XX W 8TH AVE,Fairview,490254.6372,5456855.7665,Commercial
Break and Enter Commercial,2020,3,25,3,17,13XX W BROADWAY AVE,Fairview,490110.6578,5456768.32,Commercial
Break and Enter Commercial,2020,4,24,23,0,13XX W BROADWAY AVE,Fairview,490113.8229,5456768.2317,Commercial
Break and Enter Commercial,2020,4,20,14,0,13XX W BROADWAY AVE,Fairview,490202.1908,5456756.6233,Commercial
Break and Enter Commercial,2020,2,28,0,0,13XX W GEORGIA ST,Central Business District,490743.2799,5459531.5866,Commercial
Break and Enter Commercial,2020,6,7,3,0,13XX W GEORGIA ST,Central Business District,490743.2799,5459531.5866,Commercial
Break and Enter Commercial,2020,2,5,5,51,13XX W GEORGIA ST,Central Business District,490745.0812,5459529.809,Commercial
Break and Enter Commercial,2020,8,30,0,49,14XX ADANAC ST,Grandview-Woodland,494585.6015,5458318.7193,Commercial
Break and Enter Commercial,2020,12,20,16,0,14XX ANGUS DR,Shaughnessy,490027.6029,5455829.8777,Commercial
Break and Enter Commercial,2020,8,14,11,14,14XX ARBUTUS ST,Kitsilano,488905.6076,5457826.7411,Commercial
Break and Enter Commercial,2020,12,5,22,0,14XX ARBUTUS ST,Kitsilano,488906.0521,5457842.7812,Commercial
Break and Enter Commercial,2020,9,24,9,53,21XX W 42ND AVE,Kerrisdale,488513.4616,5453445.3397,Commercial
Break and Enter Commercial,2020,2,15,15,0,21XX W 48TH AVE,Kerrisdale,488661.5858,5452822.3634,Commercial
Break and Enter Commercial,2020,9,21,2,20,21XX W 4TH AVE,Kitsilano,488721.9679,5457272.4929,Commercial
Break and Enter Commercial,2020,4,15,6,39,21XX W 4TH AVE,Kitsilano,488844.4562,5457278.5923,Commercial
Break and Enter Commercial,2020,6,28,6,56,21XX W 4TH AVE,Kitsilano,488848.8851,5457278.4819,Commercial
Break and Enter Commercial,2020,9,20,4,0,21XX W 4TH AVE,Kitsilano,488861.3125,5457269.0258,Commercial
Break and Enter Commercial,2020,1,4,21,0,21XX W 4TH AVE,Kitsilano,488877.3586,5457277.7733,Commercial
Break and Enter Commercial,2020,10,19,23,46,21XX W 5TH AVE,Kitsilano,488788.6841,5457183.7315,Commercial
Break and Enter Commercial,2020,1,18,15,10,21XX W 6TH AVE,Kitsilano,488786.458,5457080.8979,Commercial
Break and Enter Commercial,2020,11,23,2,48,21XX W 7TH AVE,Kitsilano,488752.7785,5456998.9817,Commercial
Break and Enter Commercial,2020,1,17,23,0,21XX W 7TH AVE,Kitsilano,488863.1824,5456996.1696,Commercial
Break and Enter Commercial,2020,11,8,11,50,21XX WALL ST,Grandview-Woodland,495539.8402,5459352.1206,Commercial
Break and Enter Commercial,2020,9,19,11,43,22XX ALDER ST,Fairview,490454.569,5456987.0265,Commercial
Break and Enter Commercial,2020,3,19,7,35,22XX ALDER ST,Fairview,490454.7536,5456992.5081,Commercial
Break and Enter Commercial,2020,9,17,12,1,22XX BURRARD ST,Kitsilano,489396.302,5457018.8415,Commercial
Break and Enter Commercial,2020,2,10,4,24,22XX CAMBIE ST,Mount Pleasant,491657.2038,5456952.0765,Commercial
Break and Enter Commercial,2020,1,1,5,37,22XX COMMERCIAL DR,Grandview-Woodland,494929.8758,5456865.0551,Commercial
Break and Enter Commercial,2020,2,13,10,42,22XX COMMERCIAL DR,Grandview-Woodland,494930.0082,5456874.8022,Commercial
Break and Enter Commercial,2020,4,6,9,21,22XX COMMERCIAL DR,Grandview-Woodland,494930.0082,5456874.8022,Commercial
Break and Enter Commercial,2020,3,8,1,28,22XX E HASTINGS ST,Grandview-Woodland,495691.2477,5458719.4545,Commercial
Break and Enter Commercial,2020,10,16,14,5,22XX E HASTINGS ST,Grandview-Woodland,495724.7117,5458710.2074,Commercial
Break and Enter Commercial,2020,3,9,3,50,22XX E HASTINGS ST,Grandview-Woodland,495732.7986,5458719.3266,Commercial
Break and Enter Commercial,2020,4,20,5,30,22XX ETON ST,Grandview-Woodland,495718.3964,5459415.801,Commercial
Break and Enter Commercial,2020,6,30,1,10,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495557.5641,5454488.9161,Commercial
Break and Enter Commercial,2020,1,20,3,0,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495559.1513,5454487.8078,Commercial
Break and Enter Commercial,2020,3,28,17,30,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495559.1513,5454487.8078,Commercial
